rank,parent_name,headquarters,hqAddress,switchboardPhone,contactDomain,targetDepartment,keyContactRole,key_executive,segment,callingRegion,tradeLane,primary_bunkering_hubs,vessels_in_scope,strategy_tier,vlsfo_tonnes,mgo_tonnes,lng_tonnes,total_energy_mwh,actual_ghgie,compliance_balance_2025_tco2e,penalty_2025_y1_eur,penalty_2025_y2_eur,compliance_balance_2030_tco2e,penalty_2030_y1_eur,bio_lng_required_neg100_t,bio_lng_required_neg100_mwh,bio_lng_required_zero_t,client_savings_physical_eur,desk_margin_physical_eur,client_savings_pooling_eur,desk_margin_pooling_eur,outreachPitch,fleetCapability,lng_vessels_in_scope,conventional_vessels_in_scope,ets_exposure_2025_tco2,ets_exposure_2025_eur,ets_exposure_2026_eur,combined_regulatory_exposure_2025_eur
1738,"Star Carriers","Limassol, Cyprus","Omonoias Avenue 140, 3045 Limassol, Cyprus","+357 25 230 9490","starcarriers.com","Fleet Operations & Statutory Emissions Management","VP Commercial Marine Operations","David Weber (Managing Director / Technical Superintendent)","Dry Bulk Carrier",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2154,434,0,29679,91.16,-194.8,125087,137596,-584.4,375261,21,286,44.4,106497,4290,34505,5844,"With 1 vessels generating an annual FuelEU penalty exposure of €0.13M, Star Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5669.3,396851,566930,521938
1739,"Cosmos Maritime","Istanbul, Turkey","Postane Mahallesi, Rauf Orbay Caddesi 34, 34940 Tuzla/Istanbul, Turkey","+90 216 978 9907","cosmosmaritime.com","Bunkering, Chartering & Decarbonization Division","Manager of Fuel Compliance & ESG","Nikos Taylor (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Ambarli, Tuzla, Augusta, Trieste",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2317,273,0,29626,91.16,-194.5,124894,137383,-583.4,374619,20.9,285,44.3,106369,4275,34451.5,5835,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Cosmos Maritime can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5663.3,396431,566328,521325
1740,"Premier Bulkers","Oslo / Bergen, Norway","Strandgaten 197, 5004 Bergen, Norway","+47 55 544 2102","premierbulkers.com","Green Transition & Marine Fuels Desk","Manager of Fuel Compliance & ESG","Lars Papadopoulos (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2163,414,0,29545,91.16,-193.9,124509,136960,-581.8,373591,20.9,284,44.2,106049,4260,34345.5,5817,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Premier Bulkers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5644,395080,564403,519589
1741,"Royal Steamship","Oslo / Bergen, Norway","Karenslyst alle 11, 0278 Oslo, Norway","+47 55 487 7131","royalsteamship.com","Green Transition & Marine Fuels Desk","VP Commercial Marine Operations","Lars Wang (Managing Director / Technical Superintendent)","Container Feeder / Short Sea",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2335,247,0,29523,91.16,-193.8,124445,136890,-581.3,373270,20.8,284,44.2,105985,4260,34328,5814,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Royal Steamship can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5644.2,395094,564417,519539
1742,"Premier & Delta Navigation","Singapore, Singapore","Shenton Way 1, 068803 Singapore","+65 6 887 1107","premieranddelta.com","Fleet Operations & Statutory Emissions Management","Technical Fleet Director","Philippe Moretti (Managing Director / Technical Superintendent)","Chemical Tanker",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2303,253,0,29229,91.16,-191.8,123161,135477,-575.5,369546,20.6,281,43.7,104896,4215,33974,5754,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Premier & Delta Navigation can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5587.9,391153,558789,514314
1743,"Baltic Steamship","Genoa / Naples, Italy","Via Cristoforo Colombo 44, 80133 Naples, Italy","+39 010 631 5558","balticsteamship.com","Marine Fuel Procurement & Energy Transition Desk","Technical Fleet Director","Lars Moretti (Managing Director / Technical Superintendent)","Dry Bulk Carrier",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2386,171,0,29202,91.16,-191.7,123096,135406,-575,369225,20.6,281,43.7,104831,4215,33955.5,5751,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Baltic Steamship can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5584.7,390929,558474,514025
1744,"Naval Services","Copenhagen, Denmark","Tuborg Havnevej 18, 2900 Hellerup, Denmark","+45 39 679 2562","navalservices.com","Bunkering, Chartering & Decarbonization Division","Director of Bunkering & Decarbonization","Giovanni de Jong (Managing Director / Technical Superintendent)","Dry Bulk Carrier",BALTIC_NORDIC,BALTIC_NORDIC_ROPAX,"Copenhagen, Aarhus, Gothenburg, Fredericia",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2138,405,0,29153,91.16,-191.3,122839,135123,-574,368583,20.6,281,43.6,104574,4215,33884.5,5739,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Naval Services can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5569.3,389851,556934,512690
1745,"Blue & Euro Fleet Management","Athens / Piraeus, Greece","Akti Miaouli 85, 18538 Piraeus, Greece","+30 210 423 7934","blueandeuroflee.com","Commercial Operations & Compliance Group","Manager of Fuel Compliance & ESG","David Hansen (Managing Director / Technical Superintendent)","Chemical Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2169,366,0,29044,91.16,-190.6,122390,134629,-571.9,367234,20.5,280,43.5,104190,4200,33761,5718,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Blue & Euro Fleet Management can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5549.4,388458,554939,510848
1746,"Premier Shipmanagement","Genoa / Naples, Italy","Piazza Dante 7, 16121 Genoa, Italy","+39 010 837 4907","premiershipmana.com","Fleet Operations & Statutory Emissions Management","Head of Marine Fuel Procurement","Lars Papadopoulos (Managing Director / Technical Superintendent)","Container Feeder / Short Sea",WEST_MED,INTRA_EU_FEEDER,"Genoa, Naples, Trieste, Livorno, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2373,168,0,29018,91.16,-190.5,122326,134559,-571.4,366913,20.5,279,43.4,104191,4185,33743.5,5715,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Premier Shipmanagement can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5549.7,388479,554967,510805
1747,"Nordic & Eagle Fleet Management","Singapore, Singapore","Anson Road 10, 079903 Singapore","+65 6 725 8146","nordicandeaglef.com","Bunkering, Chartering & Decarbonization Division","Technical Fleet Director","Dirk Rossi (Managing Director / Technical Superintendent)","Crude & Product Tanker",ARA_HUB,ASIA_EUROPE,"Rotterdam, Antwerp, Hamburg, Singapore",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2316,209,0,28856,91.16,-189.4,121619,133781,-568.2,364858,20.4,278,43.2,103549,4170,33548,5682,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Nordic & Eagle Fleet Management can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5517.5,386225,551747,507844
1748,"Baltic & Silver Marine","Limassol, Cyprus","Christodoulou Chatzipavlou 205, 3036 Limassol, Cyprus","+357 25 558 2442","balticandsilver.com","Fleet Operations & Statutory Emissions Management","Technical Fleet Director","Philippe Tanaka (Managing Director / Technical Superintendent)","Chemical Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2122,385,0,28734,91.16,-188.6,121106,133217,-565.8,363317,20.3,277,43,103101,4155,33407,5658,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Baltic & Silver Marine can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5489.5,384265,548954,505371
1749,"Cosmos Navigation","Limassol, Cyprus","Omonoias Avenue 140, 3045 Limassol, Cyprus","+357 25 753 4814","cosmosnavigatio.com","Marine Fuel Procurement & Energy Transition Desk","VP Commercial Marine Operations","Alexander Schmidt (Managing Director / Technical Superintendent)","Chemical Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2007,492,0,28693,91.16,-188.3,120913,133004,-565,362804,20.3,276,42.9,102973,4140,33353.5,5649,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Cosmos Navigation can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5479,383530,547897,504443
1750,"United Shipmanagement","Athens / Piraeus, Greece","Akti Miaouli 85, 18538 Piraeus, Greece","+30 210 484 4027","unitedshipmanag.com","Bunkering, Chartering & Decarbonization Division","Technical Fleet Director","Georgios Nielsen (Managing Director / Technical Superintendent)","Dry Bulk Carrier",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2298,211,0,28674,91.16,-188.2,120849,132934,-564.6,362547,20.2,276,42.9,102909,4140,33336,5646,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, United Shipmanagement can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5482.7,383789,548268,504638
1751,"Cape & Atlantic Lines","London, United Kingdom","Leadenhall Street 100, London EC3A 3BP, United Kingdom","+44 20 679 1675","capeandatlantic.com","Marine Fuel Procurement & Energy Transition Desk","Senior Fuel Trader & Offtake Manager","Chen Ferrari (Managing Director / Technical Superintendent)","Chemical Tanker",UK_CONTINENT,TRANSATLANTIC,"Felixstowe, Southampton, London Gateway, Liverpool",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2247,254,0,28604,91.16,-187.7,120528,132581,-563.2,361648,20.2,275,42.8,102653,4125,33247.5,5631,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Cape & Atlantic Lines can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5468,382760,546805,503288
1752,"Union Carriers","Oslo / Bergen, Norway","Conrad Mohrs veg 29, 5072 Bergen, Norway","+47 55 251 9096","unioncarriers.com","Bunkering, Chartering & Decarbonization Division","VP Commercial Marine Operations","Giovanni Taylor (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2133,359,0,28551,91.16,-187.4,120335,132368,-562.2,361006,20.2,275,42.7,102460,4125,33194,5622,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Union Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5455.2,381864,545517,502199
1753,"Royal & Eagle Carriers","Istanbul, Turkey","Altunizade Mah. Kisikli Cad. 12, 34662 Uskudar/Istanbul, Turkey","+90 216 187 5094","royalandeagleca.com","Commercial Operations & Compliance Group","Technical Fleet Director","Klaus Fischer (Managing Director / Technical Superintendent)","Passenger / Ro-Pax Ferry",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Ambarli, Tuzla, Augusta, Trieste",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2340,157,0,28512,91.16,-187.1,120143,132157,-561.4,360492,20.1,274,42.7,102333,4110,33141.5,5613,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Royal & Eagle Carriers can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5453.1,381717,545307,501860
1754,"Atlantic Steamship","Hamburg, Germany","Palmaille 67, 22767 Hamburg, Germany","+49 40 518 3948","atlanticsteamsh.com","Fleet Operations & Statutory Emissions Management","Technical Fleet Director","Nikos van Dijk (Managing Director / Technical Superintendent)","Crude & Product Tanker",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2082,391,0,28349,91.16,-186.1,119500,131450,-558.2,358437,20,273,42.4,101755,4095,32963.5,5583,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Atlantic Steamship can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5415.8,379106,541583,498606
1755,"Universal & Royal Chartering","Limassol, Cyprus","Makarios III Avenue 284, 3105 Limassol, Cyprus","+357 25 448 4661","universalandroy.com","Green Transition & Marine Fuels Desk","Director of Bunkering & Decarbonization","Lars Dupont (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Limassol, Piraeus, Port Said, Augusta",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2293,189,0,28356,91.16,-186.1,119500,131450,-558.4,358565,20,273,42.4,101755,4095,32963.5,5583,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Universal & Royal Chartering can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5422.4,379568,542241,499068
1756,"Cape & Ocean Shipping","Hamburg, Germany","Palmaille 67, 22767 Hamburg, Germany","+49 40 297 8799","capeandoceanshi.com","Fleet Operations & Statutory Emissions Management","Manager of Fuel Compliance & ESG","Dirk Taylor (Managing Director / Technical Superintendent)","General Cargo / Multi-Purpose",BALTIC_NORDIC,INTRA_EU_FEEDER,"Hamburg, Bremerhaven, Wilhelmshaven, Kiel",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2125,348,0,28329,91.16,-185.9,119372,131309,-557.8,358180,20,273,42.4,101627,4095,32928.5,5577,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Cape & Ocean Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5413,378910,541303,498282
1757,"Universal Steamship","Athens / Piraeus, Greece","Leoforos Poseidonos 32, 16674 Glyfada, Greece","+30 210 554 4603","universalsteams.com","Green Transition & Marine Fuels Desk","Head of Marine Fuel Procurement","Marco Ferrari (Managing Director / Technical Superintendent)","Crude & Product Tanker",CENTRAL_MED_ADRIATIC,ME_AFRICA_EU_LIQUID,"Piraeus, Augusta, Trieste, Genoa",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2277,195,0,28245,91.16,-185.4,119051,130956,-556.2,357153,19.9,272,42.3,101371,4080,32840,5562,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Universal Steamship can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5401,378070,540099,497121
1758,"Eastern Trading & Shipping","Oslo / Bergen, Norway","Dronning Eufemias gate 8, 0191 Oslo, Norway","+47 55 760 7594","easterntradinga.com","Green Transition & Marine Fuels Desk","Director of Bunkering & Decarbonization","Henrik Dupont (Managing Director / Technical Superintendent)","Chemical Tanker",BALTIC_NORDIC,TRANSATLANTIC,"Gothenburg, Rotterdam, Antwerp, Bergen",1,"Tier 3: Small Fleet & Regional Deficit / Article 21 Pooling Target",2095,368,0,28225,91.16,-185.3,118987,130886,-555.8,356896,19.9,272,42.2,101307,4080,32822.5,5559,"With 1 vessels generating an annual FuelEU penalty exposure of €0.12M, Eastern Trading & Shipping can neutralize compliance liabilities without vessel modifications through our Article 21 Compliance Pool, securing up to €0.03M in client savings.",CONVENTIONAL_ONLY,0,1,5392.5,377475,539252,496462
